Date,District,Estate,Price,Unit Address,Floor,Block,Room,Area
2021/11/26,Cheung Sha Wan,Grand Victoria,7.2,PHASE 3 TOWER 1 (1B) 1#/F Room F,1,PHASE 3 TOWER 1 (1B),F,278
2021/11/26,Wong Tai Sin,Hsin Kuang Centre,6,BLOCK 1 1#/F Room G,1,BLOCK 1,G,502
2021/11/26,Diamond Hill,Bel Air Heights,7.3,BLOCK 2 1#/F Room G,1,BLOCK 2,G,574
2021/11/26,Wong Tai Sin,Tsz Oi Court,5.83,BLOCK D 3#/F Room 4,3,BLOCK D,4,808
2021/11/26,Kowloon Bay,Amoy Gardens,5,BLOCK M 3#/F Room 6,3,BLOCK M,6,340
2021/11/26,Hung Hom,Upper East,4.5,TOWER 1C 2#/F Room C,2,TOWER 1C,C,228
2021/11/26,Kai Tak,Upper River Bank,25.88,TOWER 1 3#/F Room G,3,TOWER 1,G,852
2021/11/26,Kowloon Bay,Amoy Gardens,6.35,BLOCK I 8/F Room 2,8,BLOCK I,2,501
2021/11/26,To Kwa Wan,93pauchungstreet,6.85,2#/F Room E,2,,E,333
2021/11/26,To Kwa Wan,Jubilant Place,12.88,TOWER 5 1#/F Room B,1,TOWER 5,B,1024
2021/11/26,Mong Kok,Prosperity Building,4.1,1#/F Room B,1,,B,390
2021/11/26,To Kwa Wan,Grand waterfront,8,TOWER 1 9/F Room D,9,TOWER 1,D,757
2021/11/26,Cheung Sha Wan,Cheung Fai Building,3.8,8/F Room E,8,,E,385
2021/11/26,Mei Foo,Mei Foo Sun Chuen,7.48,NO.57 BROADWAY 1#/F Room B,1,NO.57 BROADWAY,B,680
2021/11/25,Olympic,Harbour Green,37,TOWER 2 7/F Room D,7,TOWER 2,D,2163
2021/11/25,Tai Kok Tsui,Metro Harbour View,6,BLOCK 5 6/F Room H,6,BLOCK 5,H,499
2021/11/25,Mong Kok,Hung Fai Building,4.33,7/F Room 1,7,,1,396
2021/11/25,To Kwa Wan,Jubilant Place,11,TOWER 3 1#/F Room B,1,TOWER 3,B,1024
2021/11/25,Yau Tong,Maya,17.97,TOWER 1 1#/F Room B,1,TOWER 1,B,795
2021/11/25,Kowloon Bay,Richland Gardens,7.3,BLOCK 13 3#/F Room D,3,BLOCK 13,D,621
2021/11/25,Tai Kok Tsui,Cosmopolitan Estate,2.98,TAI KUNG BUILDING--BLOCK D 1#/F Room 3,1,TAI KUNG BUILDING--BLOCK D,3,360
2021/11/25,Diamond Hill,Galaxia,10,TOWER C 8/F Room 5,8,TOWER C,5,751
2021/11/25,Jordan,Jade Suites,4.86,5/F Room C,5,,C,401
2021/11/25,Mei Foo,Mei Foo Sun Chuen,6.52,NO.23 BROADWAY 1#/F Room E,1,NO.23 BROADWAY,E,620
2021/11/25,To Kwa Wan,No. 18 Farm Road,10.18,3#/F Room G,3,,G,652
2021/11/25,Mong Kok,Foo Tat Building,5.48,1#/F Room 5,1,,5,445
2021/11/25,Tai Kok Tsui,Cosmopolitan Estate,3.5,TAI YAU BUILDING--BLOCK E 2/F Room 11,2,TAI YAU BUILDING--BLOCK E,11,415
2021/11/25,Hung Hom,Hunghom Bay Centre,8.08,BLOCK E 1#/F Room 5,1,BLOCK E,5,600
2021/11/25,Mei Foo,Mei Foo Sun Chuen,12.7,NO.38 NASSAU STREET 3/F Room B,3,NO.38 NASSAU STREET,B,1500
2021/11/25,Kowloon Bay,Amoy Gardens,6.25,BLOCK O 8/F Room 6,8,BLOCK O,6,480
2021/11/25,Olympic,Charming Garden,7.26,BLOCK 5 1#/F Room D,1,BLOCK 5,D,694
2021/11/25,Ngau Chi Wan,Kingsford Terrace,5.62,BLOCK 4 2#/F Room D,2,BLOCK 4,D,568
2021/11/25,Hung Hom,AXIS,5.8,2#/F Room E,2,,E,282
2021/11/25,Hung Hom,The Met. Focus,4.18,9/F Room C,9,,C,340
2021/11/25,Mei Foo,Mei Foo Sun Chuen,11.88,NO.4 BROADWAY 1#/F Room A,1,NO.4 BROADWAY,A,1200
2021/11/25,Kai Tak,K.City,12.23,BLOCK 1 3#/F Room B,3,BLOCK 1,B,502
2021/11/25,Wong Tai Sin,Aspen Crest,4.4,2/F Room H,2,,H,239
2021/11/25,Lam Tin,Sceneway Garden,9.63,BLOCK 6 5/F Room G,5,BLOCK 6,G,784
2021/11/25,Mong Kok,SKYPARK,8,2#/F Room B6,2,,B6,404
2021/11/25,Ho Man Tin,Celestial Height,15,APARTMENT NO. 21 3#/F Room 21,3,APARTMENT NO. 21,21,2052
2021/11/25,Kowloon Station,Sorrento,25,TOWER 3 3#/F Room C,3,TOWER 3,C,1076
2021/11/25,Ngau Chi Wan,Scenic View,7.3,BLOCK 5 2#/F Room D,2,BLOCK 5,D,605
2021/11/25,Hung Hom,Upper East,7.58,TOWER 1A 2#/F Room E,2,TOWER 1A,E,329
2021/11/25,Sham Shui Po,Seaside Sonata,13.98,TOWER 3 1#/F Room A,1,TOWER 3,A,771
2021/11/25,Lam Tin,Lei On Court,5.2,BLOCK D 1#/F Room 3,1,BLOCK D,3,677
2021/11/25,Wong Tai Sin,Tropicana Gardens,5.55,BLOCK B 1#/F Room B,1,BLOCK B,B,529
2021/11/25,Kowloon Bay,Richland Gardens,6.2,BLOCK 3 2#/F Room A,2,BLOCK 3,A,516
2021/11/25,Diamond Hill,Grand View Garden,6,TOWER 5 1#/F Room C,1,TOWER 5,C,672
2021/11/25,Prince Edward,Strong Good Building,2,1#/F Room 252,1,,252,520
2021/11/25,Lok Fu,Fu Keung Court,5.9,BLOCK A 1#/F Room 1,1,BLOCK A,1,756
2021/11/25,Mei Foo,Mei Foo Sun Chuen,9.15,NO.118 BROADWAY 1#/F Room D,1,NO.118 BROADWAY,D,900
2021/11/25,Whampoa,Whampoa Garden,5.25,SITE 1 BLOCK 5 1#/F Room B,1,SITE 1 BLOCK 5,B,859
2021/11/24,To Kwa Wan,Cambo Mansion,4.5,1#/F Room F,1,,F,360
2021/11/24,Lok Fu,Tak Keung Court,5.07,BLOCK B 9/F Room 8,9,BLOCK B,8,509
2021/11/24,Lam Tin,Laguna City,12,BLOCK 2 2#/F Room H,2,BLOCK 2,H,932
2021/11/24,Olympic,Charming Garden,6.86,BLOCK 2 7/F Room C,7,BLOCK 2,C,694
2021/11/24,Tai Kok Tsui,Chung Yew Building,4.32,8/F Room 9,8,,9,639
2021/11/24,Olympic,Charming Garden,7.31,BLOCK 8 1#/F Room B,1,BLOCK 8,B,694
2021/11/24,Sham Shui Po,HighPoint,7.95,5/F Room B,5,,B,700
2021/11/24,Cheung Sha Wan,Shun Fat Building,3,1#/F Room D,1,,D,284
2021/11/24,Sham Shui Po,Maison Rose,5.12,9/F Room B,9,,B,396
2021/11/24,To Kwa Wan,Sanford Mansion,6.1,7/F Room C,7,,C,482
2021/11/24,Ho Man Tin,Cascades,6.9,BLOCK 2 1/F Room A,1,BLOCK 2,A,586
2021/11/24,Olympic,Harbour Green,10,TOWER 5 2#/F Room D,2,TOWER 5,D,621
2021/11/24,Ho Man Tin,One Homantin,16.5,TOWER 1 1#/F Room G,1,TOWER 1,G,702
2021/11/24,Hung Hom,Laguna Verde,22,COSTA DEL SOL TOWER 15A 1#/F Room C,1,COSTA DEL SOL TOWER 15A,C,1384
2021/11/24,Wong Tai Sin,Lions Rise,12.8,TOWER 2 2#/F Room B,2,TOWER 2,B,840
2021/11/24,Hung Hom,Upper East,4.75,TOWER 1C 1#/F Room B,1,TOWER 1C,B,229
2021/11/24,Ho Man Tin,Kwun Hei Court,6.8,1#/F Room 3,1,,3,807
2021/11/24,Diamond Hill,Galaxia,5,TOWER D 1#/F Room 1,1,TOWER D,1,751
2021/11/24,Lai Chi Kok,The Pacifica,1.85,TOWER 1 4#/F Room A,4,TOWER 1,A,759
2021/11/24,Kowloon Bay,Amoy Gardens,6.53,BLOCK A 2#/F Room 3,2,BLOCK A,3,482
2021/11/24,Hung Hom,Laguna Verde,9.68,GREENWOOD TOWER 1 2#/F Room G,2,GREENWOOD TOWER 1,G,700
2021/11/24,Olympic,Park Avenue,10,TOWER 6 7/F Room F,7,TOWER 6,F,645
2021/11/24,Sham Shui Po,Court Regence,4.93,7/F Room A,7,,A,488
2021/11/24,Mong Kok,Fortune Crest,5.38,1#/F Room B,1,,B,429
2021/11/24,Lai Chi Kok,Liberte,9.1,BLOCK 8 4#/F Room H,4,BLOCK 8,H,643
2021/11/24,Kowloon Station,The Waterfront,15,TOWER I 9/F Room D,9,TOWER I,D,833
2021/11/24,To Kwa Wan,Sky Tower,8.82,TOWER 1 6/F Room D,6,TOWER 1,D,605
2021/11/24,Wong Tai Sin,Tsui Chuk Garden,5.28,BLOCK 9 5/F Room B,5,BLOCK 9,B,540
2021/11/24,Kowloon Bay,Tak Bo Garden,4.4,BLOCK F 2#/F Room F4,2,BLOCK F,F4,334
2021/11/24,Sham Shui Po,Emerald Twenty Eight,14.8,2#/F Room A,2,,A,1134
2021/11/24,Lam Tin,Laguna City,8.2,BLOCK 22 1#/F Room B,1,BLOCK 22,B,644
2021/11/24,Lam Tin,Laguna City,11.5,BLOCK 22 1#/F Room A,1,BLOCK 22,A,939
2021/11/24,Cheung Sha Wan,The Concerto,4.38,3/F Room D,3,,D,189
2021/11/24,Hung Hom,Harbour Place,8.6,TOWER 5 3#/F Room F,3,TOWER 5,F,559
2021/11/24,Jordan,Man Wah Building,6.38,2/F Room 7,2,,7,665
2021/11/24,To Kwa Wan,93pauchungstreet,6.7,1#/F Room E,1,,E,333
2021/11/24,Kowloon Bay,Jade Field Garden,5.39,BLOCK C 1#/F Room C,1,BLOCK C,C,478
2021/11/24,Hung Hom,Harbour Place,9,TOWER 5 7/F Room F,7,TOWER 5,F,559
2021/11/24,Cheung Sha Wan,The Sparkle,12.5,TOWER 1 3#/F Room F,3,TOWER 1,F,1058
2021/11/24,Lam Tin,Laguna City,7,BLOCK 11 8/F Room B,8,BLOCK 11,B,644
2021/11/24,Kowloon Bay,Tak Bo Garden,6.58,BLOCK C 2#/F Room C1,2,BLOCK C,C1,528
2021/11/24,Olympic,Park Avenue,28.5,TOWER 1 3#/F Room C,3,TOWER 1,C,1331
2021/11/24,Kowloon Bay,Kai Tai Court,1.99,BLOCK D 1#/F Room 4,1,BLOCK D,4,672
2021/11/24,Lai Chi Kok,Liberte,10.66,BLOCK 1 7/F Room F,7,BLOCK 1,F,807
2021/11/23,Lam Tin,Hong Tin Court,6.9,BLOCK B 1#/F Room 2,1,BLOCK B,2,639
2021/11/23,Olympic,Harbour Green,12.9,TOWER 5 5#/F Room F,5,TOWER 5,F,702
2021/11/23,Olympic,Harbour Green,11.65,TOWER 6 1#/F Room C,1,TOWER 6,C,702
2021/11/23,Diamond Hill,Lung Poon Court,5.95,BLOCK D 3#/F Room 12,3,BLOCK D,12,521
2021/11/23,Tai Kok Tsui,i-home,8,2#/F Room E,2,,E,712
2021/11/23,Olympic,Hampton Place,9.32,TOWER 1 5#/F Room F,5,TOWER 1,F,655
2021/11/23,Sham Shui Po,Enchantee,4.66,9/F Room A,9,,A,181
2021/11/23,Lam Tin,Sceneway Garden,10,BLOCK 1 3#/F Room H,3,BLOCK 1,H,783
2021/11/23,To Kwa Wan,Jubilant Place,11.43,TOWER 7 3/F Room B,3,TOWER 7,B,1024
2021/11/23,Ho Man Tin,Chun Man Court,7.3,BLOCK E 3/F Room 1,3,BLOCK E,1,715
2021/11/23,Hung Hom,Whampoa Estate,3,BLOCK N 4/F Room 2,4,BLOCK N,2,550
2021/11/23,Diamond Hill,Lung Poon Court,5.1,BLOCK D 1#/F Room 1,1,BLOCK D,1,480
2021/11/23,Wong Tai Sin,Tsz Oi Court,4.8,BLOCK A 2#/F Room 7,2,BLOCK A,7,713
2021/11/23,San Po Kong,Yue Xiu Plaza,2.2,TOWER 2 1#/F Room B,1,TOWER 2,B,599
2021/11/23,To Kwa Wan,Grand waterfront,10.5,TOWER 2 2#/F Room D,2,TOWER 2,D,757
2021/11/23,Ho Man Tin,Yee Fu Building,4.38,2#/F Room D,2,,D,372
2021/11/23,Kwun Tong,Hiu Lai Court,3.88,BLOCK A 5/F Room 12,5,BLOCK A,12,744
2021/11/23,Sham Shui Po,The Prominence,5.35,2#/F Room E,2,,E,413
2021/11/23,Hung Hom,Royal Peninsula,11.5,BLOCK 5 6/F Room G,6,BLOCK 5,G,735
2021/11/23,Ho Man Tin,Mandarin Court,11,BLOCK 2 8/F Room B,8,BLOCK 2,B,1200
2021/11/23,Kowloon Bay,Amoy Gardens,6,BLOCK G 1#/F Room 4,1,BLOCK G,4,482
2021/11/23,Kowloon Bay,Jade Field Garden,5.3,BLOCK C 1#/F Room F,1,BLOCK C,F,478
2021/11/23,Diamond Hill,Lung Poon Court,6.88,BLOCK E 3#/F Room 14,3,BLOCK E,14,579
2021/11/23,Tai Kok Tsui,Lime Stardom,5.98,5/F Room J,5,,J,381
2021/11/23,Lam Tin,Sceneway Garden,9.5,BLOCK 14 2/F Room E,2,BLOCK 14,E,910
2021/11/23,Olympic,Island Harbourview,13.65,TOWER 1 2#/F Room D,2,TOWER 1,D,866
2021/11/23,Cheung Sha Wan,One Madison,2.35,2#/F Room E,2,,E,341
2021/11/23,Lam Tin,Laguna City,7.2,BLOCK 31 5/F Room B,5,BLOCK 31,B,664
2021/11/23,Tai Kok Tsui,Metro Harbour View,7.29,BLOCK 7 3#/F Room B,3,BLOCK 7,B,611
2021/11/23,Kowloon Bay,Jade Field Garden,2.1,BLOCK C 3/F Room F,3,BLOCK C,F,478
2021/11/23,Kowloon Tong,Lok Yuen,21.5,1/F Room D,1,,D,1350
2021/11/23,Lam Tin,Sceneway Garden,13.78,BLOCK 17 2#/F Room E,2,BLOCK 17,E,910
2021/11/22,San Po Kong,Yan Oi Building,4.25,8/F Room P,8,,P,420
2021/11/22,Mong Kok,Fu Wah Building,3.6,3/F Room B,3,,B,360
2021/11/22,Lam Tin,Laguna City,9,BLOCK 2 2#/F Room G,2,BLOCK 2,G,639
2021/11/22,Lai Chi Kok,Banyan Garden,8.95,TOWER 3 3#/F Room A,3,TOWER 3,A,685
2021/11/22,Olympic,Park Avenue,20.13,TOWER 6 9/F Room B,9,TOWER 6,B,1127
2021/11/22,San Po Kong,The Latitude,11.33,TOWER 6 3#/F Room D,3,TOWER 6,D,713
2021/11/22,Whampoa,Whampoa Garden,10.5,SITE 11 BLOCK 6 1#/F Room B,1,SITE 11 BLOCK 6,B,750
2021/11/22,Olympic,Imperial Cullinan,34.46,TOWER 1 3#/F Room B,3,TOWER 1,B,1322
2021/11/22,Hung Hom,Laguna Verde,6,COSTA DEL SOL TOWER 12 2/F Room H,2,COSTA DEL SOL TOWER 12,H,683
2021/11/22,Kowloon Tong,Peninsula Heights,21,BLOCK A 7/F Room 7,7,BLOCK A,7,1578
2021/11/22,Lam Tin,Laguna City,7.93,BLOCK 13 2#/F Room B,2,BLOCK 13,B,664
2021/11/22,Wong Tai Sin,Tsui Chuk Garden,2.85,BLOCK 6 1#/F Room A,1,BLOCK 6,A,480
2021/11/22,Cheung Sha Wan,Grand Victoria,13.39,PHASE 1 TOWER 5 3/F Room D,3,PHASE 1 TOWER 5,D,536
2021/11/22,Mei Foo,Wah Fung Garden,5.6,2#/F Room F,2,,F,498
2021/11/22,Olympic,Island Harbourview,13.9,TOWER 5 1#/F Room H,1,TOWER 5,H,876
2021/11/22,Mei Foo,Mei Foo Sun Chuen,8.48,NO.80 BROADWAY 5/F Room C,5,NO.80 BROADWAY,C,840
2021/11/22,Lam Tin,Laguna City,9.3,BLOCK 25 9/F Room D,9,BLOCK 25,D,857
2021/11/22,Diamond Hill,Fung Chuen Court,3.63,1#/F Room 4,1,,4,528
2021/11/22,Lai Chi Kok,The Pacifica,8.6,TOWER 2 1#/F Room B,1,TOWER 2,B,624
2021/11/22,San Po Kong,San Po Kong Plaza,9.28,BLOCK 2 2#/F Room B,2,BLOCK 2,B,814
2021/11/22,Cheung Sha Wan,Grand Victoria,7.1,PHASE 3 TOWER 1 (1B) 9/F Room F,9,PHASE 3 TOWER 1 (1B),F,278
2021/11/22,Lam Tin,Hong Wah Court,4.91,A HONG WAH 2#/F Room 9,2,A HONG WAH,9,516
2021/11/22,Lai Chi Kok,Banyan Garden,12.38,TOWER 5 2#/F Room F,2,TOWER 5,F,906
2021/11/22,Wong Tai Sin,Tin Ma Court,4.5,BLOCK D 3#/F Room 13,3,BLOCK D,13,462
2021/11/22,Hung Hom,Whampoa Estate,5.5,BLOCK U 5/F Room 6,5,BLOCK U,6,450
2021/11/22,To Kwa Wan,No.80 Maidstone Road,6.3,8/F Room B,8,,B,268
2021/11/22,Whampoa,Whampoa Garden,10.38,SITE 3 BLOCK 5 7/F Room C,7,SITE 3 BLOCK 5,C,776
2021/11/22,To Kwa Wan,Sun Shing Centre,4.88,BLOCK 4 1#/F Room D,1,BLOCK 4,D,390
2021/11/22,Yau Tong,The Spectacle,8.68,2#/F Room C,2,,C,734
2021/11/22,Mong Kok,Tsui Yuen Mansion,4.2,BLOCK I 7/F Room 2,7,BLOCK I,2,650
2021/11/22,To Kwa Wan,Jubilant Place,11.93,TOWER 2 1#/F Room C,1,TOWER 2,C,951
2021/11/22,Lai Chi Kok,Liberte,9.88,BLOCK 1 4#/F Room H,4,BLOCK 1,H,659
2021/11/22,To Kwa Wan,Jubilant Place,8.9,TOWER 3 8/F Room A,8,TOWER 3,A,741
2021/11/22,Tsim Sha Tsui,The Austin,23,GRAND AUSTIN T3 TOWER 3 2#/F Room B,2,GRAND AUSTIN T3 TOWER 3,B,867
2021/11/22,Ho Man Tin,Celestial Height,24.98,APARTMENT NO. 20 2#/F Room 20,2,APARTMENT NO. 20,20,1491
2021/11/22,Ho Man Tin,Yee Fu Building,1,1#/F Room B,1,,B,359
2021/11/19,Mei Foo,Mei Foo Sun Chuen,8.05,NO.106 BROADWAY 5/F Room A,5,NO.106 BROADWAY,A,880
2021/11/19,Whampoa,Whampoa Garden,8.78,SITE 11 BLOCK 12 1#/F Room A,1,SITE 11 BLOCK 12,A,597
2021/11/19,Mong Kok,SKYPARK,6.5,2#/F Room D2,2,,D2,309
2021/11/19,Yau Tong,Maya,16.41,TOWER 1 2#/F Room C,2,TOWER 1,C,716
2021/11/19,Cheung Sha Wan,Heya Crystal,9.2,TOWER 3 2#/F Room A,2,TOWER 3,A,525
2021/11/19,Ho Man Tin,Chun Man Court,7,BLOCK C 7/F Room 7,7,BLOCK C,7,582
2021/11/19,Tai Kok Tsui,Cetus‧Square Mile,7.05,TOWER 1 3#/F Room F,3,TOWER 1,F,253
2021/11/19,Mei Foo,Mei Foo Sun Chuen,7.3,NO.111 BROADWAY 1#/F Room C,1,NO.111 BROADWAY,C,680
2021/11/19,Sham Shui Po,Cronin Garden,6.39,TOWER 6 2/F Room G,2,TOWER 6,G,661
2021/11/19,Cheung Sha Wan,Grand Victoria,9.05,PHASE 3 TOWER 1 (1B) 1#/F Room G,1,PHASE 3 TOWER 1 (1B),G,331
2021/11/19,Sham Shui Po,Enchantee,4.64,8/F Room A,8,,A,181
2021/11/19,Sham Shui Po,Enchantee,4.61,9/F Room B,9,,B,177
2021/11/19,Sham Shui Po,Enchantee,4.62,7/F Room A,7,,A,181
2021/11/19,Kowloon Bay,Richland Gardens,5.55,BLOCK 19 1#/F Room G,1,BLOCK 19,G,470
2021/11/19,Kwun Tong,Hyde Tower,8.3,BLOCK B 8/F Room 1,8,BLOCK B,1,703
2021/11/19,Kai Tak,K. Summit,20.53,TOWER 2A 3#/F Room B,3,TOWER 2A,B,765
2021/11/19,Tsim Sha Tsui,The Masterpiece,20.33,3#/F Room K,3,,K,1123
2021/11/19,Ho Man Tin,Celestial Height,28,APARTMENT NO. 18 1#/F Room 18,1,APARTMENT NO. 18,18,2035
2021/11/19,Mong Kok,Pak Po Mansions,6.72,6/F Room C,6,,C,775
2021/11/19,Mong Kok,Kar Wong Building,3.61,1#/F Room D,1,,D,277
2021/11/19,Cheung Sha Wan,Grand Victoria,7.03,PHASE 3 TOWER 1 (1B) 7/F Room F,7,PHASE 3 TOWER 1 (1B),F,278
2021/11/19,To Kwa Wan,Fortune Building,6.25,1#/F Room C,1,,C,494
2021/11/19,Wong Tai Sin,Tsz Oi Court,5.77,BLOCK F 2#/F Room 3,2,BLOCK F,3,503
2021/11/19,Cheung Sha Wan,Grand Victoria,7.1,PHASE 3 TOWER 1 (1B) 8/F Room F,8,PHASE 3 TOWER 1 (1B),F,278
2021/11/19,San Po Kong,San Po Kong Plaza,3,BLOCK 2 3#/F Room E,3,BLOCK 2,E,548
2021/11/18,Cheung Sha Wan,Yee Kok Court,5.9,BLOCK A 1/F Room 3,1,BLOCK A,3,685
2021/11/18,Tai Kok Tsui,Metro Harbour View,7.95,BLOCK 1 4#/F Room B,4,BLOCK 1,B,560
2021/11/18,Sham Shui Po,Enchantee,4.81,1#/F Room D,1,,D,169
2021/11/18,Olympic,Harbour Green,9.88,TOWER 6 1#/F Room B,1,TOWER 6,B,617
2021/11/18,Sham Shui Po,Seaside Sonata,14.8,TOWER 3 2#/F Room B,2,TOWER 3,B,786
2021/11/18,To Kwa Wan,Sky Tower,9.5,TOWER 1 2#/F Room D,2,TOWER 1,D,605
2021/11/18,Olympic,Charming Garden,7.3,BLOCK 14 2/F Room K,2,BLOCK 14,K,505
2021/11/18,Olympic,Charming Garden,5.6,BLOCK 2 1#/F Room K,1,BLOCK 2,K,505
2021/11/18,Tsim Sha Tsui,Hai Xin Mansion,10,3/F,3,,3/F,954
2021/11/18,Lok Fu,Tak Keung Court,5.28,BLOCK A 1#/F Room 8,1,BLOCK A,8,509
2021/11/18,Cheung Sha Wan,Grand Victoria,8.76,PHASE 3 TOWER 1 (1B) 1#/F Room D,1,PHASE 3 TOWER 1 (1B),D,331
2021/11/18,Hung Hom,Wuhu Residence,4.2,1#/F Room E,1,,E,326
2021/11/18,Sham Shui Po,Seaside Sonata,15.02,TOWER 3 2#/F Room B,2,TOWER 3,B,785
2021/11/18,Yau Tong,Peninsula East,8.7,TOWER 1 4#/F Room B,4,TOWER 1,B,522
2021/11/18,Ngau Chi Wan,Kingsford Terrace,6.35,BLOCK 4 2#/F Room C,2,BLOCK 4,C,694
2021/11/18,San Po Kong,The Latitude,15.2,TOWER 7 1#/F Room B,1,TOWER 7,B,1073
2021/11/18,Yau Tong,Ko Chun Court,4.8,BLOCK E 1#/F Room 10,1,BLOCK E,10,814
2021/11/18,Hung Hom,Tak Lee Court,7.18,5/F Room A,5,,A,666
2021/11/18,Mei Foo,Mei Foo Sun Chuen,9.5,NO.24 NASSAU STREET 5/F Room A,5,NO.24 NASSAU STREET,A,900
2021/11/18,Kwun Tong,Yuet Wah Mansion,7.18,1#/F Room C,1,,C,640
2021/11/18,Hung Hom,Whampoa Estate,5.5,BLOCK A 8/F Room 7,8,BLOCK A,7,520
2021/11/18,Tai Kok Tsui,GreenField Garden,5.78,BLOCK 2 1#/F Room C,1,BLOCK 2,C,474
2021/11/18,Wong Tai Sin,Po Fat Building,3.38,1#/F Room C,1,,C,327
2021/11/18,Kowloon Bay,Tak Bo Garden,4.62,BLOCK E 1#/F Room E7,1,BLOCK E,E7,395
2021/11/18,Ngau Chi Wan,Kingsford Terrace,6.35,BLOCK 2 6/F Room G,6,BLOCK 2,G,683
2021/11/18,Ho Man Tin,Chun Man Court,6.98,BLOCK A 3/F Room 5,3,BLOCK A,5,665
2021/11/18,Ngau Chi Wan,Sun Lai Garden,5.8,BLOCK C 9/F Room 8,9,BLOCK C,8,491
2021/11/18,Kowloon Bay,Tak Bo Garden,4.7,BLOCK H 2#/F Room H4,2,BLOCK H,H4,343
2021/11/18,Prince Edward,Happy Garden,4.75,2/F Room D,2,,D,397
2021/11/18,Kwun Tong,Hiu Kwong Court,4.95,2#/F Room 4,2,,4,667
2021/11/18,Yau Yat Tsuen,Caldecott Hill,11,TOWER 1 8/F Room C,8,TOWER 1,C,997
2021/11/18,Diamond Hill,Lung Poon Court,5.03,BLOCK E 1/F Room 16,1,BLOCK E,16,521
2021/11/18,Lam Tin,Hong Tin Court,5.5,BLOCK C 2#/F Room 7,2,BLOCK C,7,489
2021/11/18,San Po Kong,Rhythm Garden,6.55,BLOCK 7 4/F Room D,4,BLOCK 7,D,689
2021/11/18,Kowloon Bay,Telford Garden,7.26,BLOCK P 2/F Room 14,2,BLOCK P,14,603
2021/11/18,Whampoa,Whampoa Garden,10,SITE 10 BLOCK 2 7/F Room G,7,SITE 10 BLOCK 2,G,782
2021/11/18,Ho Man Tin,Chun Man Court,6,BLOCK G 1#/F Room 4,1,BLOCK G,4,623
2021/11/17,Yau Ma Tei,Hang Yue Court,5.9,7/F Room B,7,,B,522
2021/11/17,Mei Foo,Mei Foo Sun Chuen,7.93,NO.7 NASSAU STREET 1#/F Room B,1,NO.7 NASSAU STREET,B,680
2021/11/17,Tai Kok Tsui,Metro Harbour View,8,BLOCK 5 9/F Room B,9,BLOCK 5,B,595
2021/11/17,Kwun Tong,Hiu Lai Court,3.85,BLOCK H 2#/F Room 6,2,BLOCK H,6,575
2021/11/17,Kowloon Bay,Amoy Gardens,5.03,BLOCK P 2#/F Room 8,2,BLOCK P,8,371
2021/11/17,Olympic,One SilverSea,17.18,TOWER 6 2#/F Room C,2,TOWER 6,C,897
2021/11/17,Ho Man Tin,Perth Garden,15.8,ILFORD COURT 1#/F Room E,1,ILFORD COURT,E,1135
2021/11/17,Ho Man Tin,Chun Man Court,7,BLOCK J 5/F Room 4,5,BLOCK J,4,623
2021/11/17,Cheung Sha Wan,The Sparkle,7.8,TOWER 1 1#/F Room B,1,TOWER 1,B,709
2021/11/17,Mei Foo,Mei Foo Sun Chuen,8.68,NO.58 BROADWAY 2#/F Room A,2,NO.58 BROADWAY,A,1050
2021/11/17,Hung Hom,Royal Peninsula,19.44,BLOCK 4 2#/F Room C,2,BLOCK 4,C,1226
2021/11/17,Mei Foo,Mei Foo Sun Chuen,7.4,NO.11 HUMBERT STREET 1#/F Room C,1,NO.11 HUMBERT STREET,C,680
2021/11/17,Cheung Sha Wan,Grand Victoria,6.43,PHASE 1 TOWER 3 (3B) 3/F Room H,3,PHASE 1 TOWER 3 (3B),H,277
2021/11/17,Cheung Sha Wan,Grand Victoria,6.7,PHASE 3 TOWER 1 (1B) 6/F Room F,6,PHASE 3 TOWER 1 (1B),F,278
2021/11/17,Hung Hom,Upper East,7.46,TOWER 1A 9/F Room B,9,TOWER 1A,B,352
2021/11/17,Cheung Sha Wan,The Sparkle,8.3,TOWER 2 2#/F Room C,2,TOWER 2,C,716
2021/11/17,Hung Hom,Harbour Place,9.2,TOWER 7 3#/F Room F,3,TOWER 7,F,559
2021/11/17,Tsim Sha Tsui,Shun Fai Building,4.4,1#/F Room C,1,,C,396
2021/11/17,Whampoa,Whampoa Garden,11.65,SITE 4 BLOCK 2 1#/F Room D,1,SITE 4 BLOCK 2,D,746
2021/11/17,Kai Tak,VIBE CENTRO,8.6,TOWER 1B 1#/F Room D,1,TOWER 1B,D,358
2021/11/17,Hung Hom,Loong King Mansion,6.55,6/F Room C2,6,,C2,758
2021/11/17,To Kwa Wan,Wing Lam Mansion,4.08,6/F Room B,6,,B,355
2021/11/17,Kowloon Station,The Harbourside,24,TOWER 3 1#/F Room F,1,TOWER 3,F,1028
2021/11/17,Lai Chi Kok,Liberte,9.2,BLOCK 3 1#/F Room H,1,BLOCK 3,H,646
2021/11/17,Wong Tai Sin,Manning Theatre Building,5.55,2#/F Room B,2,,B,600
2021/11/17,Hung Hom,Royal Peninsula,12.82,BLOCK 3 7/F Room H,7,BLOCK 3,H,983
2021/11/17,Mei Foo,Mei Foo Sun Chuen,8.7,NO.11 NASSAU STREET 1#/F Room B,1,NO.11 NASSAU STREET,B,820
