Date,District,Estate,Price,Unit Address,Floor,Block,Room,Area
2021/7/16,Tseung Kwan O,Metro City,7.6,PHASE III TOWER 1 2#/F Room B,2,PHASE III TOWER 1,B,573
2021/7/16,Kwai Chung,Kwai Chun Court,8,KWAI CHEONG HOUSE--BLOCK A 3#/F Room 1,3,KWAI CHEONG HOUSE--BLOCK A,1,710
2021/7/16,Ma On Shan,Silversands,11.32,TOWER 5B 9/F Room B,9,TOWER 5B,B,455
2021/7/16,ShaTin,Yu Chui Court,7.35,YU YAN HOUSE--BLOCK B 1#/F Room 1,1,YU YAN HOUSE--BLOCK B,1,826
2021/7/16,Tuen Mun,Siu Lun Court,3.9,FU LUN HOUSE--BLOCK G 1#/F Room 2,1,FU LUN HOUSE--BLOCK G,2,710
2021/7/16,ShaTin,Garden Rivera,5.21,BLOCK F 3#/F Room 3,3,BLOCK F,3,368
2021/7/16,Tseung Kwan O,Kwong Ming Court,4.88,KWONG SUN HOUSE--BLOCK G 7/F Room 4,7,KWONG SUN HOUSE--BLOCK G,4,721
2021/7/16,Yuen Long,Park Yoho,13.03,PARK YOHO NAPOLI TOWER 20 3/F Room D,3,PARK YOHO NAPOLI TOWER 20,D,736
2021/7/16,Yuen Long,Crescent Green,12,TOWER 8 2/F Room B,2,TOWER 8,B,1006
2021/7/16,Fotan,Jubilee Garden,6.8,BLOCK 4 1#/F Room H,1,BLOCK 4,H,644
2021/7/16,Tuen Mun,Miami Beach Towers,5.68,TOWER T-4 1#/F Room F,1,TOWER T-4,F,595
2021/7/16,Tuen Mun,Beneville,6.1,BLOCK 1 1#/F Room D,1,BLOCK 1,D,577
2021/7/16,Tsuen Wan,Tsuen Wan Centre,4.9,BLOCK 13--KWEIYANG HOUSE 2#/F Room G,2,BLOCK 13--KWEIYANG HOUSE,G,492
2021/7/16,Tseung Kwan O,The Wings,10.68,THE WINGS TOWER 6 3#/F Room E,3,THE WINGS TOWER 6,E,697
2021/7/16,Fan Ling,Yan Shing Court,2.97,YAN YIU HOUSE--BLOCK E 9/F Room 8,9,YAN YIU HOUSE--BLOCK E,8,515
2021/7/16,Kwai Chung,Ning Fung Court,5,BLOCK D 9/F Room 4,9,BLOCK D,4,665
2021/7/16,Tsing Yi,Ching Wah Court,4.2,WAH WOON HOUSE--BLOCK A 2#/F Room 5,2,WAH WOON HOUSE--BLOCK A,5,456
2021/7/16,Fotan,Greenwood Terrace,14.4,BLOCK 26 1/F Room D,1,BLOCK 26,D,1360
2021/7/16,Tsuen Wan,Vision City,15.1,TOWER 5 1#/F Room G,1,TOWER 5,G,986
2021/7/16,Tsuen Wan,Riviera Gardens,6.5,TOWER 7 3/F Room C,3,TOWER 7,C,632
2021/7/16,Tai Po,Fortune Garden,19.6,HOUSE C1,,HOUSE,C1,2030
2021/7/16,ShaTin,Dragons Range,12.5,COURT C TOWER 3 1#/F Room A,1,COURT C TOWER 3,A,982
2021/7/16,ShaTin,City One Shatin,5.8,BLOCK 46 2#/F Room B,2,BLOCK 46,B,395
2021/7/16,Fan Ling,Wing Fok Centre,3.78,TOWER 3 2#/F Room B,2,TOWER 3,B,713
2021/7/16,Tin Shui Wai,Tin Chung Court,4.05,BLOCK O 3#/F Room 4,3,BLOCK O,4,710
2021/7/16,Fan Ling,Flora Plaza,6.75,BLOCK 8 1#/F Room G,1,BLOCK 8,G,710
2021/7/16,Tsuen Wan,Ocean Pride,18.5,TOWER 3A 2#/F Room D,2,TOWER 3A,D,820
2021/7/16,Sheung Shui,Tsui Lai Garden,4.88,BLOCK 1 3/F Room G,3,BLOCK 1,G,668
2021/7/16,Tai Po,The Regent,9.21,TOWER 7 1#/F Room A,1,TOWER 7,A,617
2021/7/16,Tseung Kwan O,Park Central,8,TOWER 11 4#/F Room G,4,TOWER 11,G,581
2021/7/16,ShaTin,Garden Vista,11,BLOCK B 2#/F Room 1,2,BLOCK B,1,1111
2021/7/16,ShaTin,Yu Chui Court,5.59,YU CHAI HOUSE--BLOCK H 1#/F Room 6,1,YU CHAI HOUSE--BLOCK H,6,682
2021/7/16,Sheung Shui,Royal Green,5.5,TOWER 2 1#/F Room A,1,TOWER 2,A,508
2021/7/16,Tseung Kwan O,The Beaumount,9.7,TOWER 3 7/F Room E,7,TOWER 3,E,968
2021/7/16,Tseung Kwan O,Ocean Shores,11.68,TOWER 6 3#/F Room H,3,TOWER 6,H,897
2021/7/16,Ma On Shan,Sunshine City,6.11,BLOCK P 6/F Room 4,6,BLOCK P,4,486
2021/7/16,Tsing Yi,Villa Esplanada,9.75,BLOCK 11 4#/F Room E,4,BLOCK 11,E,550
2021/7/16,Ma On Shan,The.Met.Blossom,5.75,TOWER 2 2#/F Room A07,2,TOWER 2,A07,297
2021/7/16,Ma On Shan,Ocean View,13,BLOCK 1 1#/F Room B,1,BLOCK 1,B,1048
2021/7/16,Yuen Long,The Reach,5.8,TOWER 5 1#/F Room D,1,TOWER 5,D,603
2021/7/16,Tsuen Wan,Ocean Pride,10.82,TOWER 5C 1#/F Room D,1,TOWER 5C,D,538
2021/7/16,ShaTin,Garden Rivera,4.85,BLOCK C 4/F Room 1,4,BLOCK C,1,385
2021/7/16,Tseung Kwan O,Residence Oasis,11.3,TOWER 1 4#/F Room F,4,TOWER 1,F,878
2021/7/16,Ma On Shan,Marbella,9.43,BLOCK B 3/F Room A,3,BLOCK B,A,953
2021/7/16,Tsuen Wan Sham Tseng,Bellagio,10,TOWER 6 1#/F Room A,1,TOWER 6,A,1014
2021/7/16,ShaTin,Wai Wah Centre,5.47,BLOCK 2 5/F Room H,5,BLOCK 2,H,404
2021/7/16,Ma On Shan,Silversands,6.75,TOWER 5B 7/F Room F,7,TOWER 5B,F,304
2021/7/16,Tai Po,Wang Fuk Court,3.2,BLOCK C 2#/F Room 3,2,BLOCK C,3,519
2021/7/16,Tai Po,Providence Peak,12.7,TOWER 7 2/F Room A,2,TOWER 7,A,1271
2021/7/16,ShaTin,Springfield Garden,5.7,2#/F Room D,2,,D,423
2021/7/16,Tuen Mun,Tuen Mun Town Plaza,5.9,TOWER 4 2#/F Room E,2,TOWER 4,E,548
2021/7/16,Tai Wai,Ka Keng Court,7,BLOCK B 2#/F Room 3,2,BLOCK B,3,833
2021/7/16,Tai Wai,Granville Garden,8.41,TOWER 2 4/F Room F,4,TOWER 2,F,832
2021/7/16,Tung Chung,The Visionary,8.7,TOWER 8 1#/F Room D,1,TOWER 8,D,671
2021/7/16,Yuen Long,Riva,9.76,HELORUS BOULEVARD TOWER 3 1#/F Room B,1,HELORUS BOULEVARD TOWER 3,B,868
2021/7/16,Tuen Mun Castle Peak Road,Emerald Bay,4.11,TOWER 1 1#/F Room K,1,TOWER 1,K,223
2021/7/16,Fan Ling,Yan Shing Court,3.57,YAN YUET HOUSE--BLOCK D 1#/F Room 6,1,YAN YUET HOUSE--BLOCK D,6,710
2021/7/16,Sai Kung,Sea View Villa,30.5,HOUSE F6,,HOUSE,F6,1930
2021/7/16,Yuen Long,Crescent Green,11.3,TOWER 10 1#/F Room A,1,TOWER 10,A,746
2021/7/16,Tuen Mun Castle Peak Road,Emerald Bay,3.81,TOWER 2A 2/F Room H,2,TOWER 2A,H,233
2021/7/16,Tuen Mun Castle Peak Road,Emerald Bay,6.66,TOWER 1 5/F Room D,5,TOWER 1,D,437
2021/7/16,Tuen Mun Castle Peak Road,Emerald Bay,3.95,TOWER 2 1#/F Room G,1,TOWER 2,G,224
2021/7/16,Yuen Long,Crescent Green,13.03,TOWER 7 1#/F Room A,1,TOWER 7,A,1000
2021/7/16,ShaTin,City One Shatin,5.95,BLOCK 16 2#/F Room C,2,BLOCK 16,C,395
2021/7/16,Tin Shui Wai,Central Park Towers,6.22,TOWER 5 2#/F Room F,2,TOWER 5,F,658
2021/7/15,Lohas Park District,Lohas Park,19,MALIBU (1A) MALIBU 4#/F Room A,4,MALIBU (1A) MALIBU,A,1087
2021/7/15,Yuen Long,Yoho Town,8.8,TOWER M1 3#/F Room F,3,TOWER M1,F,575
2021/7/15,Tai Wai,The Pavilia Farm,9.17,TOWER 7 (7A) 5#/F Room F,5,TOWER 7 (7A),F,345
2021/7/15,Tai Wai,The Pavilia Farm,8.86,TOWER 7 (7A) 5#/F Room F,5,TOWER 7 (7A),F,345
2021/7/15,Tai Wai,The Pavilia Farm,8.93,TOWER 7 (7A) 5#/F Room F,5,TOWER 7 (7A),F,345
2021/7/15,Tai Wai,The Pavilia Farm,9.59,TOWER 7 (7B) 6#/F Room C,6,TOWER 7 (7B),C,329
2021/7/15,Tai Wai,The Pavilia Farm,7.74,TOWER 7 (7A) 5#/F Room E,5,TOWER 7 (7A),E,264
2021/7/15,Tai Wai,The Pavilia Farm,7.72,TOWER 7 (7A) 5#/F Room E,5,TOWER 7 (7A),E,264
2021/7/15,Tai Wai,The Pavilia Farm,18.55,TOWER 7 (7B) 6#/F Room A,6,TOWER 7 (7B),A,671
2021/7/15,Tai Wai,The Pavilia Farm,7.6,TOWER 7 (7A) 4#/F Room E,4,TOWER 7 (7A),E,264
2021/7/15,Tai Wai,The Pavilia Farm,10.04,TOWER 6 (6B) 6#/F Room E,6,TOWER 6 (6B),E,334
2021/7/15,Tai Wai,The Pavilia Farm,23.71,TOWER 6 (6B) 6#/F Room C,6,TOWER 6 (6B),C,863
2021/7/15,Tai Wai,The Pavilia Farm,9.55,TOWER 6 (6B) 6#/F Room E,6,TOWER 6 (6B),E,334
2021/7/15,Ma On Shan,Sunshine City,6.29,BLOCK A 3#/F Room 6,3,BLOCK A,6,425
2021/7/15,Yuen Long,Tung Fai Court,3.9,7/F Room E,7,,E,405
2021/7/15,Tuen Mun Castle Peak Road,Emerald Bay,5.09,TOWER 5 1#/F Room K,1,TOWER 5,K,319
2021/7/15,Tuen Mun,Skypoint Royale,5.27,TOWER 7 7/F Room 16,7,TOWER 7,16,349
2021/7/15,Tai Po,Centra Horizon,11.3,TOWER 10 1#/F Room A,1,TOWER 10,A,727
2021/7/15,ShaTin,Fung Shing Court,4.83,FU SHING HOUSE--BLOCK C 3#/F Room 2,3,FU SHING HOUSE--BLOCK C,2,539
2021/7/15,Tuen Mun,Siu Hei Court,11.29,WAN HEI HOUSE--BLOCK B 3#/F Room 7,3,WAN HEI HOUSE--BLOCK B,7,567
2021/7/15,Tseung Kwan O,Ocean Shores,14.45,TOWER 1 2#/F Room B,2,TOWER 1,B,1049
2021/7/15,Tsuen Wan,The Pavilia Bay,9.15,T1A 1#/F Room C,1,T1A,C,421
2021/7/15,Tai Wai,The Riverpark,10.8,TOWER 1 2#/F Room E,2,TOWER 1,E,660
2021/7/15,Yuen Long,Park Signature,8.3,TOWER 7 2#/F Room A,2,TOWER 7,A,724
2021/7/15,ShaTin,Pictorial Garden,9.8,IRIS COURT--TOWER 2 1#/F Room F,1,IRIS COURT--TOWER 2,F,1067
2021/7/15,Ma On Shan,Sunshine City,8.8,BLOCK J 3#/F Room 4,3,BLOCK J,4,698
2021/7/15,Tung Chung,Caribbean Coast,7.61,TOWER 9 3#/F Room C,3,TOWER 9,C,749
2021/7/15,Tsuen Wan,Sheung Chui Court,5.88,BLOCK C 2#/F Room 9,2,BLOCK C,9,439
2021/7/15,Tai Wai,The Riverpark,14,TOWER 1 1#/F Room G,1,TOWER 1,G,991
2021/7/15,Ma On Shan,Kam Ying Court,6,KAM YUET HOUSE--BLOCK G 2#/F Room 5,2,KAM YUET HOUSE--BLOCK G,5,712
2021/7/15,Tsuen Wan,Riviera Gardens,8.7,TOWER 16 3#/F Room H,3,TOWER 16,H,773
2021/7/15,Tuen Mun Castle Peak Road,The Bloomsway,7.09,THE LAGUNA TOWER 11 1#/F Room D,1,THE LAGUNA TOWER 11,D,609
2021/7/15,Tung Chung,Yu Tung Court,4.7,BLOCK C 1#/F Room 7,1,BLOCK C,7,582
2021/7/15,Tuen Mun Castle Peak Road,The Hillgrove,9.5,CEDAR I 6/F Room C,6,CEDAR I,C,1144
2021/7/15,Tuen Mun,San Wai Court,4.3,SAN WOON HOUSE--BLOCK E 1#/F Room 9,1,SAN WOON HOUSE--BLOCK E,9,827
2021/7/15,Tin Shui Wai,Tin Fu Court,4.53,BLOCK G 9/F Room 2,9,BLOCK G,2,830
2021/7/15,Kwai Chung,Kwai Chun Court,3.7,KWAI CHEONG HOUSE--BLOCK A 2/F Room 8,2,KWAI CHEONG HOUSE--BLOCK A,8,515
2021/7/15,Tai Wai,The Riverpark,18.58,TOWER 5 4#/F Room B,4,TOWER 5,B,1227
2021/7/15,Tin Shui Wai,Tin Chung Court,3.59,BLOCK M 3#/F Room 6,3,BLOCK M,6,570
2021/7/15,Tin Shui Wai,Tin Chung Court,3.55,BLOCK P 2#/F Room 6,2,BLOCK P,6,575
2021/7/15,Tin Shui Wai,Tin Chung Court,4.1,BLOCK P 3#/F Room 4,3,BLOCK P,4,710
2021/7/15,Yuen Long,Tai Hang Building,4.03,BLOCK A 1#/F Room A5,1,BLOCK A,A5,446
2021/7/15,Tuen Mun,Regency Bay,8.36,TOWER 1 1#/F Room K,1,TOWER 1,K,456
2021/7/15,Tin Shui Wai,Tin Shing Court,5.47,BLOCK L 4#/F Room 8,4,BLOCK L,8,828
2021/7/15,Tin Shui Wai,Tin Shing Court,3.75,BLOCK B 2#/F Room 6,2,BLOCK B,6,576
2021/7/15,Tin Shui Wai,Tin Shing Court,3.65,BLOCK B 3#/F Room 6,3,BLOCK B,6,573
2021/7/15,Tuen Mun,Handsome Court,5.98,BLOCK 2 G/F Room B,,BLOCK 2,B,758
2021/7/15,Tsuen Wan,The Pavilia Bay,8.25,T1B 4#/F Room G,4,T1B,G,388
2021/7/15,Tuen Mun Castle Peak Road,Emerald Bay,7.56,TOWER 3 1#/F Room G,1,TOWER 3,G,475
2021/7/15,Tuen Mun Castle Peak Road,Emerald Bay,7.52,TOWER 3 1#/F Room G,1,TOWER 3,G,475
2021/7/15,Yuen Long,Crescent Green,14.45,TOWER 8 1#/F Room A,1,TOWER 8,A,996
2021/7/15,Yuen Long,Crescent Green,13.67,TOWER 8 1#/F Room A,1,TOWER 8,A,996
2021/7/15,Ma On Shan,Sunshine City,6,BLOCK J 3#/F Room 2,3,BLOCK J,2,465
2021/7/15,ShaTin,Castello,10,BLOCK 2 3/F Room G,3,BLOCK 2,G,1063
2021/7/15,Tsuen Wan,Riviera Gardens,8.5,TOWER 9 3#/F Room H,3,TOWER 9,H,807
2021/7/15,Yuen Long,Park Yoho,8,PARK YOHO VENEZIA TOWER 3A 1#/F Room D,1,PARK YOHO VENEZIA TOWER 3A,D,606
2021/7/15,Fan Ling,Ka Shing Court,3.77,BLOCK D 1#/F Room 5,1,BLOCK D,5,748
2021/7/15,Ma On Shan,Kam Fung Court,5,KAM HO HOUSE--BLOCK H 2#/F Room 15,2,KAM HO HOUSE--BLOCK H,15,578
2021/7/15,Sai Kung,Park Mediterranean,6.26,TOWER 3 2/F Room B,2,TOWER 3,B,425
2021/7/15,Tai Wai,The Pavilia Farm,15.15,TOWER 2 (2B) 7/F Room A,7,TOWER 2 (2B),A,626
2021/7/15,Tai Wai,The Pavilia Farm,17.07,TOWER 6 (6A) 7/F Room A,7,TOWER 6 (6A),A,647
2021/7/15,Tseung Kwan O,The Wings,17,THE WINGS II TOWER 1A 2#/F Room B,2,THE WINGS II TOWER 1A,B,1202
2021/7/15,Tsuen Wan,Luk Yeung Sun Chuen,8.25,BLOCK J 1#/F Room 8,1,BLOCK J,8,671
2021/7/15,Yuen Long,Yoho Town,8.82,TOWER 3 3#/F Room A,3,TOWER 3,A,684
2021/7/15,Tsuen Wan Sham Tseng,Bellagio,12.86,TOWER 7 2#/F Room B,2,TOWER 7,B,1177
2021/7/15,Tai Wai,King Tin Court,5.98,KING SAM HOUSE--BLOCK F 6/F Room 4,6,KING SAM HOUSE--BLOCK F,4,584
2021/7/15,Tuen Mun Castle Peak Road,Emerald Bay,3.57,TOWER 1 2/F Room K,2,TOWER 1,K,223
2021/7/15,Tuen Mun,Regency Bay,6.57,TOWER 1 2#/F Room N,2,TOWER 1,N,299
2021/7/15,Tsuen Wan,Chelsea Court,8.8,TOWER A1--TOWER EAST 5#/F Room A,5,TOWER A1--TOWER EAST,A,658
2021/7/15,Tai Po,The Regent,12.55,TOWER 3 1/F Room A,1,TOWER 3,A,894
2021/7/15,Tuen Mun,Regency Bay,6.68,TOWER 1 2#/F Room M,2,TOWER 1,M,305
2021/7/15,Tuen Mun Castle Peak Road,Emerald Bay,6.51,TOWER 1 8/F Room C,8,TOWER 1,C,422
2021/7/15,Yuen Long,Fu Loy Garden,4.2,BLOCK B 1#/F Room 4,1,BLOCK B,4,377
2021/7/15,Tsing Yi,Tsing Yi Garden,7.7,BLOCK 3 2#/F Room G,2,BLOCK 3,G,670
2021/7/15,ShaTin,Scenery Court,6.7,BLOCK 2 8/F Room G,8,BLOCK 2,G,467
2021/7/15,Tung Chung,Coastal Skyline,7.55,BLOCK 1 2#/F Room F,2,BLOCK 1,F,695
2021/7/15,Tseung Kwan O,La Cite Noble,8.62,BLOCK 6 2#/F Room B,2,BLOCK 6,B,774
2021/7/15,Tai Po,Mayfair By The Sea,10,TOWER 12 6/F Room C,6,TOWER 12,C,796
2021/7/15,Tsuen Wan,Luk Yeung Sun Chuen,7.88,BLOCK S 2#/F Room 4,2,BLOCK S,4,551
2021/7/15,Yuen Long,Grand Del Sol,6.8,BLOCK 5 7/F Room A,7,BLOCK 5,A,682
2021/7/15,Tseung Kwan O,The Beaumount,7.88,TOWER 6 1#/F Room E,1,TOWER 6,E,659
2021/7/15,Yuen Long,Crescent Green,13.45,TOWER 9 1#/F Room B,1,TOWER 9,B,997
2021/7/15,Tsing Yi,Greenfield Garden,7.85,TOWER 1 3#/F Room D,3,TOWER 1,D,643
2021/7/15,Tai Wai,Granville Garden,8.7,TOWER 1 2/F Room D,2,TOWER 1,D,826
2021/7/15,Ma On Shan,Silversands,9.66,TOWER 5B 3/F Room D,3,TOWER 5B,D,424
2021/7/15,Tai Wai,GreenView Garden,8,BLOCK C 2#/F Room 2,2,BLOCK C,2,666
2021/7/15,Tseung Kwan O,Corinthia by the Sea,9.99,TOWER 3 1#/F Room E,1,TOWER 3,E,546
2021/7/15,Tai Wai,Golden Lion Garden,4.81,STAGE I GOLDEN HARVEST COURT--BLOCK F 3/F Room 7,3,STAGE I GOLDEN HARVEST COURT--BLOCK F,7,452
2021/7/15,Yuen Long,One Regent Place,6.6,TOWER 3 6/F Room F,6,TOWER 3,F,656
2021/7/15,Tai Po,Tai Po Centre,5.3,PHASE 3 TOWER 22 2#/F Room F,2,PHASE 3 TOWER 22,F,431
2021/7/15,ShaTin,Greenwood Garden,4.09,BLOCK B 1/F Room 6,1,BLOCK B,6,421
2021/7/15,Yuen Long,Uptown,7.55,TOWER 8 1#/F Room C,1,TOWER 8,C,991
2021/7/15,Tseung Kwan O,Kwong Ming Court,7.4,KWONG YIN HOUSE--BLOCK C 1#/F Room 11,1,KWONG YIN HOUSE--BLOCK C,11,799
2021/7/15,Tseung Kwan O,Maritime Bay,7.88,TOWER 1 1#/F Room E,1,TOWER 1,E,598
2021/7/15,Tseung Kwan O,Serenity Place,6.9,BLOCK 5 3#/F Room C,3,BLOCK 5,C,631
2021/7/15,Tai Po,Tak Nga Court,3.37,1#/F Room 6,1,,6,583
2021/7/15,ShaTin,Yu Chui Court,7.1,YU CHING HOUSE--BLOCK R 3#/F Room 6,3,YU CHING HOUSE--BLOCK R,6,944
2021/7/15,Tsuen Wan Sham Tseng,Bellagio,13.5,TOWER 9 5#/F Room C,5,TOWER 9,C,1175
2021/7/15,Ma On Shan,Ma On Shan Centre,8,TOWER 2 2#/F Room A,2,TOWER 2,A,848
2021/7/15,Tai Po,Ming Nga Court,4.8,MING YAN HOUSE--BLOCK B 1#/F Room 1,1,MING YAN HOUSE--BLOCK B,1,492
2021/7/15,Tai Wai,Golden Lion Garden,4.8,STAGE II GOLDEN PEACE COURT--BLOCK C 1#/F Room 1,1,STAGE II GOLDEN PEACE COURT--BLOCK C,1,499
2021/7/15,Tsuen Wan Sham Tseng,Sea Crest Villa,6.25,BLOCK 4 6/F Room F,6,BLOCK 4,F,704
2021/7/15,Yuen Long,Twin Regency,5.98,TOWER 2 1#/F Room G,1,TOWER 2,G,386
2021/7/15,Yuen Long,Yee Fung Garden,6.48,BLOCK A 3#/F Room 3,3,BLOCK A,3,609
2021/7/15,ShaTin,Castello,8.65,BLOCK 7 3#/F Room H,3,BLOCK 7,H,726
2021/7/15,Tin Shui Wai,Kingswood Villas,5.67,LYNWOOD BLOCK 6 3#/F Room F,3,LYNWOOD BLOCK 6,F,576
2021/7/15,Ma On Shan,Mountain Shore,7.4,BLOCK 5 1#/F Room G,1,BLOCK 5,G,609
2021/7/15,Tsing Yi,Greenfield Garden,6.5,TOWER 3 2#/F Room H,2,TOWER 3,H,569
2021/7/15,Tsuen Wan,Riviera Gardens,5.8,TOWER 9 3#/F Room B,3,TOWER 9,B,555
2021/7/15,Yuen Long,Symphony Garden,5,TOWER 2 G/F Room C,,TOWER 2,C,516
2021/7/15,Tin Shui Wai,Kingswood Villas,5.7,KENSWOOD BLOCK 2 2#/F Room F,2,KENSWOOD BLOCK 2,F,576
2021/7/15,Tuen Mun,Miami Beach Towers,6.4,TOWER T-2 2#/F Room E,2,TOWER T-2,E,617
2021/7/15,Tseung Kwan O,Chung Ming Court,5.9,YIN MING HOUSE--BLOCK C 1#/F Room 7,1,YIN MING HOUSE--BLOCK C,7,827
2021/7/15,Yuen Long,Crescent Green,12.28,TOWER 8 1/F Room A,1,TOWER 8,A,980
2021/7/15,Yuen Long,Yuccie Square,7.55,TOWER 2 3#/F Room G,3,TOWER 2,G,429
2021/12/9,Tuen Mun,Regency Bay,9.9,TOWER 2 2#/F Room E,2,TOWER 2,E,514
2021/12/9,Tsuen Wan,Tsuen King Garden,6.47,TOWER 3 2#/F Room A,2,TOWER 3,A,567
2021/12/9,Tsing Yi,Serene garden,6.35,BLOCK 2 1#/F Room B,1,BLOCK 2,B,581
2021/12/9,Tsing Yi,Greenfield Garden,5.75,TOWER 5 2#/F Room C,2,TOWER 5,C,482
2021/12/9,Fan Ling,Dawning Views,5.62,BLOCK 11 8/F Room H,8,BLOCK 11,H,535
2021/12/9,Tsing Yi,Tierra Verde,12.67,TOWER 5 2#/F Room C,2,TOWER 5,C,846
2021/12/9,Tsing Yi,Tierra Verde,15.28,TOWER 3A 3#/F Room D,3,TOWER 3A,D,983
2021/12/9,Tuen Mun,Melody Garden,7,BLOCK 6 2#/F Room F,2,BLOCK 6,F,786
2021/12/9,Tuen Mun,Chelsea Heights,7.65,BLOCK 7 2#/F Room G,2,BLOCK 7,G,681
2021/12/9,Tuen Mun,Chi Lok Fa Yuen,4.57,LOK MAN YUEN--BLOCK 1 4/F Room A,4,LOK MAN YUEN--BLOCK 1,A,517
2021/7/15,Yuen Long,Yuccie Square,7.15,TOWER 3 1/F Room J,1,TOWER 3,J,426
2021/7/15,Tuen Mun,Tuen Mun Town Plaza,5.2,TOWER 2 1#/F Room C,1,TOWER 2,C,445
2021/7/15,Tsing Yi,Grand Horizon,7,BLOCK 5 3/F Room F,3,BLOCK 5,F,610
2021/7/15,Tseung Kwan O,The Beaumount,9.6,TOWER 3 3#/F Room A,3,TOWER 3,A,970
2021/7/15,Yuen Long,Sereno Verde,8.62,PHASE 1 BLOCK 3 8/F Room G,8,PHASE 1 BLOCK 3,G,1049
2021/7/15,ShaTin,Yu Chui Court,8.82,YU TING HOUSE--BLOCK K 2#/F Room 3,2,YU TING HOUSE--BLOCK K,3,826
2021/7/15,Tai Po,Wang Fuk Court,3.1,BLOCK E 8/F Room 7,8,BLOCK E,7,519
2021/7/15,Tseung Kwan O,Park Central,8.35,TOWER 11 1#/F Room F,1,TOWER 11,F,546
2021/7/15,Tsuen Wan,The Pavilia Bay,9.3,T1A 3#/F Room C,3,T1A,C,421
2021/7/15,Kwai Chung,The apex,6.38,TOWER I--BLOCK I 7/F Room C,7,TOWER I--BLOCK I,C,656
2021/7/15,ShaTin,Garden Vista,9.5,BLOCK F 8/F Room 1,8,BLOCK F,1,863
2021/7/15,Kwai Chung,The apex,6.46,TOWER I--BLOCK I 2#/F Room C,2,TOWER I--BLOCK I,C,656
2021/7/15,Yuen Long,Ho Shun King Building,4.8,BLOCK A 1#/F Room 4,1,BLOCK A,4,510
2021/7/15,Tuen Mun,Kam Men Mansion,3.87,1#/F Room B,1,,B,452
2021/7/15,Tsuen Wan,Ocean Pride,11.5,TOWER 7 4#/F Room B,4,TOWER 7,B,512
2021/7/15,Yuen Long,The Parcville,7.6,BLOCK 6--TOWER 6 1/F Room F,1,BLOCK 6--TOWER 6,F,868
2021/7/15,Tai Wai,On Fu Mansion,4,1/F Room B,1,,B,397
2021/7/15,Tsing Yi,Greenfield Garden,6.73,TOWER 3 3#/F Room H,3,TOWER 3,H,569
2021/7/15,Tai Wo,Serenity Park,6.18,BLOCK 2 7/F Room H,7,BLOCK 2,H,530
2021/7/15,Tai Po,Tai Po Centre,4.9,PHASE 3 TOWER 23 2#/F Room C,2,PHASE 3 TOWER 23,C,431
2021/7/15,Tsing Yi,Grand Horizon,7.65,BLOCK 3 4#/F Room F,4,BLOCK 3,F,610
2021/7/15,Fotan,Sui Wo Court,4.53,WING HING HOUSE--BLOCK J 2/F Room 3,2,WING HING HOUSE--BLOCK J,3,537
2021/7/15,Tseung Kwan O,Metro Town,10,TOWER 6 2#/F Room H,2,TOWER 6,H,810
2021/7/15,Tai Wo,Shun King Building,4.8,1#/F Room C,1,,C,501
2021/7/15,Tseung Kwan O,Metro City,9.5,PHASE III TOWER 1 1#/F Room F,1,PHASE III TOWER 1,F,866
2021/7/15,Tai Po,Tai Po Centre,5.2,PHASE 3 TOWER 22 1#/F Room E,1,PHASE 3 TOWER 22,E,454
2021/7/15,Tuen Mun Castle Peak Road,Emerald Bay,5.34,TOWER 1A 1#/F Room D,1,TOWER 1A,D,315
2021/7/15,Tuen Mun Castle Peak Road,Emerald Bay,5.34,TOWER 2A 1#/F Room G,1,TOWER 2A,G,322
2021/7/15,Tuen Mun Castle Peak Road,Emerald Bay,3.86,TOWER 1A 1#/F Room J,1,TOWER 1A,J,223
2021/7/15,Tsuen Wan Sham Tseng,Sea Crest Villa,6.64,BLOCK 10 2#/F Room C,2,BLOCK 10,C,608
2021/7/15,Yuen Long,Sereno Verde,5.85,PHASE 2 BLOCK 16 3/F Room E,3,PHASE 2 BLOCK 16,E,686
2021/7/15,Tung Chung,Coastal Skyline,6.2,BLOCK 1 1#/F Room H,1,BLOCK 1,H,500
2021/7/15,Tin Shui Wai,Kingswood Villas,5.3,MAYWOOD BLOCK 3 1#/F Room F,1,MAYWOOD BLOCK 3,F,578
2021/7/15,Tuen Mun Castle Peak Road,Emerald Bay,3.91,TOWER 1 6/F Room K,6,TOWER 1,K,223
2021/7/15,Tuen Mun Castle Peak Road,Emerald Bay,4.88,TOWER 2A 3/F Room G,3,TOWER 2A,G,322
2021/7/15,Tuen Mun Castle Peak Road,Emerald Bay,4.85,TOWER 2A 2/F Room G,2,TOWER 2A,G,322
2021/7/15,Tuen Mun Castle Peak Road,Emerald Bay,4.12,TOWER 2A 6/F Room H,6,TOWER 2A,H,233
2021/7/15,Tuen Mun Castle Peak Road,Emerald Bay,3.81,TOWER 2 6/F Room H,6,TOWER 2,H,223
2021/7/15,Tuen Mun Castle Peak Road,Emerald Bay,5.1,TOWER 1A 8/F Room D,8,TOWER 1A,D,315
2021/7/15,Tuen Mun Castle Peak Road,Emerald Bay,5.02,TOWER 2 2/F Room D,2,TOWER 2,D,325
2021/7/15,Tuen Mun Castle Peak Road,Emerald Bay,5.02,TOWER 2A 8/F Room J,8,TOWER 2A,J,318
